Probe ID,Gene Name,p-value,q-value,Fold Change,Previously Implicated in PE,Winn et al 2007
16658655,SPSB1,0.027880,0.1,2.24172,,
16934239,---,0.027933,0.1,3.19858,,
16949873,---,0.027934,0.1,2.09989,,
16669481,---,0.028003,0.1,3.14245,,
16691852,---,0.028003,0.1,3.14245,,
17101025,---,0.028003,0.1,3.14245,,
16805190,---,0.028010,0.1,3.02308,,
16735816,---,0.028015,0.1,2.07325,,
17122058,---,0.028046,0.1,3.2476,,
17039299,---,0.028066,0.1,3.63266,,
16653119,---,0.028078,0.1,2.24204,,
17123766,---,0.028189,0.1,3.29508,,
16850896,TWSG1,0.028201,0.1,3.02027,,
16734313,CTSD,0.028204,0.1,3.14909,,
17123306,---,0.028247,0.1,2.55875,,
16655313,---,0.028263,0.1,2.2138,,
17000520,SNORD63,0.028320,0.1,2.05607,,
16987773,OTTHUMG00000162778,0.028320,0.1,2.17053,,
16889704,---,0.028321,0.1,2.14051,,
16902064,SLC35F5,0.028333,0.1,2.06522,,
16758618,---,0.028473,0.1,4.34171,,
16651933,---,0.028475,0.1,2.32404,,
16652597,---,0.028475,0.1,2.32404,,
16805594,MEF2A,0.028489,0.1,2.13596,,
16651623,---,0.028492,0.1,2.33229,,
17125568,---,0.028499,0.1,3.3389,,
16769207,CCDC53,0.028502,0.1,2.10048,,
17032882,HLA-A,0.028508,0.1,2.50142,,
16905371,KIAA1715,0.028521,0.1,3.0224,,
16810884,---,0.028532,0.1,2.542,,
16887179,CERS6,0.028542,0.1,3.57257,,
17046524,---,0.028542,0.1,3.23641,,
16693645,---,0.028545,0.1,2.51432,,
17050591,MET,0.028580,0.1,2.05659,,
16800680,SQRDL,0.028624,0.1,3.32698,,
17044427,---,0.028626,0.1,2.27016,,
16652995,---,0.028675,0.1,2.98598,,
17019208,MRPS10,0.028919,0.1,2.11762,,
17068541,VDAC3,0.028930,0.1,2.27432,,
16975306,---,0.028967,0.1,4.65668,,
17075731,CLU,0.029008,0.1,2.39915,,
16659251,VPS13D,0.029023,0.1,2.01686,,
16935798,SCUBE1,0.029031,0.1,2.48354,,
17085760,MAMDC2,0.029040,0.1,2.25398,,
16769159,GNPTAB,0.029057,0.1,2.02798,,
16855177,---,0.029070,0.1,2.62021,,
16693643,---,0.029106,0.1,3.51882,,
16779958,EDNRB,0.029140,0.1,5.87218,,
16680258,MXRA8,0.029189,0.1,2.04026,,
16882142,TMSB10,0.029193,0.1,2.57978,,
16816895,---,0.029230,0.1,2.24722,,
16824899,---,0.029230,0.1,2.24722,,
16824980,---,0.029230,0.1,2.24722,,
17072162,COL14A1,0.029244,0.1,3.99238,,
16794257,---,0.029284,0.1,2.89392,,
16716983,TM9SF3,0.029325,0.1,2.19402,,
16999584,---,0.029329,0.1,4.47165,,
16800105,---,0.029354,0.1,2.05615,,
16855172,---,0.029397,0.1,2.7821,,
17059628,CYP51A1,0.029419,0.1,2.56218,,
16676893,CD46,0.029430,0.1,2.15169,,
16758615,---,0.029502,0.1,4.15796,,
16788661,SNORD114-13,0.029530,0.1,2.23659,,
16651577,---,0.029664,0.1,2.40431,,
16771466,---,0.029758,0.1,2.14674,,
16684080,IFI6,0.029768,0.1,7.40438,,
16748205,CLEC2D,0.029777,0.1,3.18459,,
16651821,---,0.029805,0.1,2.09872,,
16716507,PPP1R3C,0.029841,0.1,2.2677,,
16725908,SNORA57,0.029914,0.1,2.783,,
17126192,---,0.029961,0.1,2.10626,,
16739208,FTH1,0.030068,0.1,2.21094,,
16706257,---,0.030099,0.1,3.01213,,
16955994,FAM19A4,0.030134,0.1,2.10937,,
17123308,---,0.030149,0.1,2.8359,,
17065933,---,0.030170,0.1,2.07954,,
16656639,---,0.030180,0.1,2.88367,,
16693272,S100A10,0.030215,0.1,2.56329,,✓
17063480,PARP12,0.030227,0.1,2.41204,,
17120870,---,0.030251,0.1,2.05334,,
16887589,CYBRD1,0.030281,0.1,2.56686,,
17089113,---,0.030285,0.1,10.2244,,
16900800,---,0.030312,0.1,2.07929,,
16815704,OTTHUMG00000170520,0.030323,0.1,2.31835,,
17059771,SAMD9,0.030375,0.1,6.37244,,
16818927,CHD9,0.030430,0.1,2.10167,,
17027443,HLA-E,0.030435,0.1,3.32018,,
17030288,HLA-E,0.030435,0.1,3.32018,,
17037774,HLA-E,0.030435,0.1,3.32018,,
17040488,HLA-E,0.030435,0.1,3.32018,,
16852369,SMAD4,0.030480,0.1,2.00642,,
16977251,ANTXR2,0.030510,0.1,3.36287,,
16838101,SNORD1B,0.030531,0.1,3.8072,,
16737102,---,0.030533,0.1,2.41473,,
16656569,---,0.030605,0.1,2.01681,,
17120888,---,0.030626,0.1,2.72546,,
16883690,IL1RL1,0.030632,0.1,16.4122,,
16769738,---,0.030638,0.1,2.20908,,
16977094,SCARB2,0.030670,0.1,2.39189,,
16900453,---,0.030715,0.1,5.97789,,
16702767,VIM,0.030722,0.1,5.39665,,
16815711,---,0.030737,0.1,2.03651,,
17061881,DOCK4,0.030742,0.1,2.31316,,
16830573,SNORA48,0.030787,0.1,5.48691,,
16947026,AADACL2,0.030819,0.1,3.09223,,
16983373,FAM105A,0.030825,0.1,7.62684,,
16938724,FBXL2,0.030831,0.1,2.07797,,
16847832,---,0.030838,0.1,2.20134,,
16788574,SNORD113-2,0.030899,0.1,2.09384,,
16914745,SNORD12,0.031080,0.1,2.8821,,
16934340,---,0.031101,0.1,8.94283,,
17024374,FUCA2,0.031214,0.1,2.35354,,
17046545,---,0.031273,0.1,3.47519,,
16733435,APLP2,0.031299,0.1,2.63455,,
17044007,---,0.031319,0.1,5.29804,,
17098411,HSPA5,0.031379,0.1,2.29425,,
17012313,NCOA7,0.031418,0.1,2.22707,,
16816174,---,0.031441,0.1,2.12865,,
16816369,---,0.031441,0.1,2.12865,,
16824125,---,0.031441,0.1,2.12865,,
16824347,---,0.031441,0.1,2.12865,,
16654613,---,0.031481,0.1,2.13153,,
17112316,MAGT1,0.031491,0.1,2.88989,,
16906534,STAT1,0.031494,0.1,3.13231,,
16968735,HERC6,0.031545,0.1,2.62209,,
16970801,---,0.031564,0.1,2.1709,,
16861380,CAPNS1,0.031567,0.1,2.38299,,
16861997,ZFP36,0.031575,0.1,3.34196,,
16992463,---,0.031725,0.1,3.48679,,
17009233,---,0.031755,0.1,3.0404,,
16674151,PAPPA2,0.031779,0.1,2.09726,,
16993397,CANX,0.031849,0.1,2.17319,,
17013784,C6orf211,0.031850,0.1,2.96779,,
16660906,TMEM50A,0.031857,0.1,2.02417,,
17117613,ANKRD10,0.031864,0.1,3.69535,,
16682989,ECE1,0.031878,0.1,2.33104,,
17126186,---,0.031880,0.1,2.0135,,
16849556,TIMP2,0.031908,0.1,2.14844,,
16856803,GADD45B,0.031954,0.1,2.13551,,
16768541,---,0.031992,0.1,2.1403,,
16855180,SNORD58C,0.032009,0.1,2.91439,,
16855181,---,0.032009,0.1,2.91439,,
16951795,---,0.032063,0.1,2.47457,,
16834091,IGFBP4,0.032079,0.1,11.251,,
16775498,OTTHUMG00000017094,0.032151,0.1,4.73049,,
16790469,---,0.032155,0.1,6.20998,,
17005564,HIST1H2AC,0.032225,0.1,2.00377,,
16655009,---,0.032228,0.1,2.20513,,
16996969,---,0.032359,0.1,4.61147,,
17045303,STARD3NL,0.032373,0.1,2.12303,,
16808974,COPS2,0.032377,0.1,2.36944,,
16992314,---,0.032415,0.1,2.16026,,
16889717,---,0.032488,0.1,2.28059,,
16712272,VIM-AS1,0.032496,0.1,2.25752,,
17006261,HLA-E,0.032544,0.1,3.22446,,
17032993,HLA-E,0.032544,0.1,3.22446,,
17035115,HLA-E,0.032544,0.1,3.22446,,
16938562,TGFBR2,0.032574,0.1,2.02113,,
16896442,EIF2AK2,0.032635,0.1,2.06445,,
16861193,PSENEN,0.032669,0.1,2.17238,,
17125550,---,0.032684,0.1,2.10432,,
17028326,HLA-DQA1,0.032703,0.1,2.25966,,
17012125,---,0.032772,0.1,2.07889,,
16675301,RGS1,0.032782,0.1,4.90243,,
17092742,---,0.032803,0.1,2.42807,,
16946173,ESYT3,0.032820,0.1,2.14616,,
17030188,HLA-A,0.032879,0.1,4.54367,,
17041800,---,0.032929,0.1,3.41807,,
16653503,---,0.032960,0.1,2.00475,,
16678317,---,0.032969,0.1,2.16401,,
17116977,UTY,0.032971,0.1,2.60126,,
16771555,---,0.033017,0.1,-2.3402,,
16894361,YWHAQ,0.033025,0.1,2.55282,,
16881031,ANTXR1,0.033065,0.1,7.03751,,
16983765,NPR3,0.033066,0.1,13.4204,,
16857916,---,0.033123,0.1,2.11514,,
16659501,---,0.033174,0.1,2.46002,,
16731068,LAYN,0.033198,0.1,2.05113,,
16856760,---,0.033265,0.1,3.7539,,
16685702,SNORA55,0.033280,0.1,3.20314,,
16819064,MMP2,0.033299,0.1,21.3489,,
16885317,---,0.033374,0.1,2.26532,,
16839489,---,0.033408,0.1,2.37725,,
16885078,---,0.033507,0.1,2.01192,,
16707452,---,0.033561,0.1,2.29433,,
17068349,C8orf4,0.033627,0.1,2.00944,,
17034254,---,0.033631,0.1,3.80821,,
16655989,---,0.033655,0.1,2.37505,,
17102129,SAT1,0.033668,0.1,2.03239,,
17018387,---,0.033817,0.1,2.09862,,
16755530,---,0.033826,0.1,3.68828,,
16894359,---,0.033881,0.1,2.25659,,
16954063,---,0.033895,0.1,5.30813,,
16839506,---,0.033908,0.1,2.07038,,
16780893,---,0.033949,0.1,2.09039,,
16946513,TRPC1,0.033954,0.1,2.13053,,
17110315,NDP,0.033961,0.1,11.6879,,
16670401,HIST2H2AC,0.034056,0.1,2.37229,,
16793096,DDHD1,0.034093,0.1,4.43384,,
16767306,OTTHUMG00000169139,0.034143,0.1,2.04856,,
16847838,---,0.034191,0.1,3.31268,,
16786475,FCF1,0.034328,0.1,2.05992,,
17019516,MRPS18A,0.034344,0.1,2.47214,,
16971429,---,0.034538,0.1,3.2909,,
16966809,PDGFRA,0.034546,0.1,3.32392,,
16989380,TXNDC15,0.034616,0.1,2.47866,,
17057422,SNORA9,0.034633,0.1,3.01671,,
16780909,---,0.034643,0.1,4.01046,,
16886919,PSMD14,0.034653,0.1,2.027,,
16873997,---,0.034685,0.1,2.04766,,
16770449,---,0.034704,0.1,2.64453,,
16651237,---,0.034742,0.1,2.87037,,
16954057,---,0.034853,0.1,2.2277,,
16788691,SNORD114-25,0.034884,0.1,5.3763,,
17121622,---,0.034969,0.1,2.21454,,
17060287,CYP3A5,0.034995,0.1,68.1057,,
16721732,SNORA45,0.035033,0.1,2.27332,,
16786587,FOS,0.035042,0.1,2.07377,,
16778392,FOXO1,0.035075,0.1,2.45786,,
16771497,---,0.035098,0.1,2.23866,,
17011593,FIG4,0.035122,0.1,2.40656,,
16842266,MFAP4,0.035153,0.1,7.62908,,✓
16654067,---,0.035311,0.1,2.02788,,
17024172,LOC100130476,0.035368,0.1,2.33559,,
16970404,FGF2,0.035377,0.1,4.92943,,
16656813,---,0.035388,0.1,2.00518,,
17012262,RNF217,0.035395,0.1,2.09497,,
16966725,---,0.035396,0.1,2.43638,,
16861392,---,0.035430,0.1,5.92027,,
17071440,---,0.035461,0.1,2.62638,,
16877172,GREB1,0.035484,0.1,33.3325,,
16653853,---,0.035644,0.1,2.57289,,
16986913,VCAN,0.035746,0.1,28.0606,,
17121624,---,0.035770,0.1,2.21998,,
17022333,OSTM1,0.035780,0.1,2.1647,,
17063536,SLC37A3,0.035787,0.1,2.38207,,
16686980,---,0.035811,0.1,2.55181,,
16654655,---,0.035811,0.1,3.71857,,
16824572,GPRC5B,0.035819,0.1,7.69716,,
16939558,CTNNB1,0.035819,0.1,2.15981,,
16653827,---,0.035828,0.1,2.34752,,
16664445,CMPK1,0.035907,0.1,2.23133,,
16861389,---,0.035910,0.1,3.03614,,
16813038,MFGE8,0.035953,0.1,2.75772,,
16850923,RAB31,0.036057,0.1,8.00169,,✓
16904270,---,0.036154,0.1,5.1386,,
16985518,PIK3R1,0.036193,0.1,2.61615,,
16671874,SYT11,0.036202,0.1,3.4749,✓,
16656575,---,0.036205,0.1,2.25309,,
16651601,---,0.036236,0.1,2.01861,,
16792499,---,0.036308,0.1,2.45456,,
16973203,---,0.036347,0.1,2.06777,,
16685036,ZMYM6NB,0.036349,0.1,2.20907,,
16743342,TAF1D,0.036381,0.1,2.55978,,
17035049,HLA-A,0.036520,0.1,4.04687,,
16703036,PLXDC2,0.036653,0.1,3.06467,,
16735823,---,0.036659,0.1,2.16853,,
16773428,---,0.036727,0.1,9.07556,,
16917400,KIF16B,0.036731,0.1,2.02462,,
16693651,---,0.036784,0.1,2.8719,,
16958124,PARP9,0.036865,0.1,2.10178,,
16911108,SMOX,0.036883,0.1,3.42293,,
16729548,RPS28,0.036887,0.1,2.50997,✓,
16953121,SNORD13P3,0.036898,0.1,2.35907,,
17119224,---,0.036934,0.1,2.81609,,
16810962,---,0.036962,0.1,2.31914,,
17125796,---,0.037030,0.1,2.14905,,
17125800,---,0.037030,0.1,2.14905,,
17125894,---,0.037030,0.1,2.14905,,
17122504,---,0.037131,0.1,2.79481,,
16761212,CLEC2B,0.037181,0.1,2.69726,,
16980160,INPP4B,0.037234,0.1,2.0074,,
16899764,ST3GAL5,0.037262,0.1,2.51292,,
16778713,---,0.037330,0.1,4.08502,,
16705493,KIAA1279,0.037380,0.1,2.00291,,
16653229,---,0.037385,0.1,2.09468,,
17122400,---,0.037419,0.1,-4.20966,,
16843929,---,0.037446,0.1,3.82838,,
17032957,HLA-L,0.037495,0.1,3.12324,,
16958972,SNORA7B,0.037508,0.1,2.15963,,
16943336,TMEM45A,0.037569,0.1,10.474,,
16847822,---,0.037774,0.1,2.08429,,
17075789,SCARA5,0.037778,0.1,6.22774,,
16768391,EPYC,0.037868,0.1,4.03693,,
16787314,TTC8,0.037874,0.1,3.6698,,
16715476,ANXA7,0.037903,0.1,2.26223,,
16978624,---,0.037910,0.1,2.3488,,
17017217,---,0.037914,0.1,2.22175,,
16889346,BZW1,0.037932,0.1,2.41738,,
16654875,---,0.038008,0.1,2.45136,,
16919156,---,0.038051,0.1,2.53889,,
17066065,SLC7A2,0.038133,0.1,2.30455,,✓
16651013,---,0.038220,0.1,2.04666,,
16778715,TPT1,0.038234,0.1,2.69548,,
16924620,ADAMTS5,0.038308,0.1,5.78689,,✓
16944724,DIRC2,0.038332,0.1,2.56124,,
16748196,LOC374443,0.038452,0.1,3.63553,,
16798198,SNORD116-17,0.038524,0.1,2.25349,,
16798202,SNORD116-17,0.038524,0.1,2.25349,,
16766283,PTGES3,0.038548,0.1,2.07452,,
16880814,MEIS1,0.038615,0.1,2.09492,,
16971422,---,0.038640,0.1,2.86274,,
16781080,ANKRD10-IT1,0.038714,0.1,2.77792,,
16809880,ADAM10,0.038720,0.1,2.12651,,
16919225,SNORA71A,0.038774,0.1,2.51943,,
16954606,---,0.038843,0.1,2.00964,,
16700456,FAM89A,0.038878,0.1,3.22501,,
17117752,---,0.038954,0.1,25.7069,,
16992460,---,0.038972,0.1,4.44127,,
17120696,---,0.039113,0.1,3.0637,,
16692846,CTSK,0.039121,0.1,13.3278,,
16770446,---,0.039159,0.1,14.8683,,
16958864,RPN1,0.039292,0.1,2.26051,,
17019728,PLA2G7,0.039348,0.1,5.60175,,✓
16904152,PLA2R1,0.039456,0.1,3.86852,,
16914952,---,0.039547,0.1,2.16085,,
16693530,---,0.039553,0.1,2.16652,,
16890675,IGFBP2,0.039584,0.1,4.12431,,
17123212,---,0.039585,0.1,2.07925,,
16788681,SNORD114-20,0.039661,0.1,4.61485,,
17122506,---,0.039667,0.1,2.15067,,
16674521,QSOX1,0.039715,0.1,2.32393,,
17122858,---,0.039723,0.1,2.01223,,
17118802,---,0.039786,0.1,2.02743,,
17012148,GJA1,0.039818,0.1,20.7705,,✓
16651137,---,0.039881,0.1,5.43485,,
16760868,SLC2A3,0.040037,0.1,2.26084,,
17122482,---,0.040190,0.1,2.29909,,
16889714,---,0.040268,0.1,2.00415,,
16873528,---,0.040332,0.1,2.05647,,
16656589,---,0.040345,0.1,2.60678,,
17017979,TAP1,0.040386,0.1,2.11626,,
17027144,---,0.040386,0.1,2.11626,,
17029788,---,0.040386,0.1,2.11626,,
17032476,---,0.040386,0.1,2.11626,,
17034791,---,0.040386,0.1,2.11626,,
17037271,---,0.040386,0.1,2.11626,,
17039977,---,0.040386,0.1,2.11626,,
16735303,LOC283299,0.040423,0.1,2.02868,,
16683871,---,0.040501,0.1,2.33101,,
16878947,LTBP1,0.040581,0.1,3.38065,,
16773379,ATP8A2,0.040616,0.1,5.91045,,
16918939,---,0.040647,0.1,2.14008,,
16962911,LRRC15,0.040662,0.1,20.5218,,
16916605,CPXM1,0.040723,0.1,12.9265,,
16830577,CD68,0.040733,0.1,28.678,,
16816702,---,0.040809,0.1,2.14037,,
16663808,---,0.040834,0.1,2.95288,,
16735822,---,0.040915,0.1,2.86915,,
16651591,---,0.041002,0.1,-2.12673,,
16784381,LGALS3,0.041076,0.1,3.90894,,✓
16835270,---,0.041197,0.1,3.77811,,
16651425,---,0.041266,0.1,3.0949,,
16715241,PSAP,0.041286,0.1,4.14363,,
16655153,---,0.041289,0.1,2.38868,,
16929442,TIMP3,0.041331,0.1,2.72627,,
17023239,SERINC1,0.041428,0.1,3.49497,,
16867370,C19orf10,0.041447,0.1,2.73485,,
16743322,SNORA8,0.041509,0.1,2.31859,,
16864756,FPR3,0.041514,0.1,2.16462,,
16972595,SPCS3,0.041519,0.1,2.02677,,
16713318,NAMPT,0.041543,0.1,2.41078,,
17123950,---,0.041545,0.1,3.40854,,
16960775,SSR3,0.041546,0.1,2.35018,,
16651597,---,0.041573,0.1,2.44766,,
16850958,APCDD1,0.041623,0.1,4.17867,,
16651699,---,0.041628,0.1,2.12845,,
17045399,---,0.041690,0.1,2.08222,,
16992456,ATP6V0E1,0.041698,0.1,4.12217,,
16668582,CD53,0.041707,0.1,2.03026,,
16917529,SNORD17,0.041720,0.1,2.93829,,
16792954,NID2,0.041782,0.1,12.6999,,✓
16656583,---,0.041995,0.1,2.81385,,
16790246,---,0.042069,0.1,3.94507,,
16658582,---,0.042069,0.1,2.72547,,
16865677,---,0.042079,0.1,3.67187,,
16730471,KIAA1377,0.042115,0.1,2.15359,,
16857926,---,0.042130,0.1,2.76183,,
16718126,COL17A1,0.042281,0.1,2.41112,✓,
16922260,IFNAR1,0.042437,0.1,2.15514,,
17118778,---,0.042488,0.1,2.05569,,
16771491,---,0.042520,0.1,1605.5,,
17006116,---,0.042585,0.1,2.35573,,
17012079,NUS1,0.042690,0.1,2.05069,,
17045291,EPDR1,0.042772,0.1,2.65963,,
17094876,ZFAND5,0.042961,0.1,2.04057,,
17101023,---,0.043137,0.1,2.01364,,
17116949,---,0.043137,0.1,2.01364,,
17123310,---,0.043148,0.1,5.50905,,
17013597,GINM1,0.043152,0.1,2.62821,,
16848123,ABCA8,0.043166,0.1,3.60523,,
16707927,RPL13AP5,0.043172,0.1,2.49686,,
16660683,---,0.043215,0.1,4.06361,,
16656365,---,0.043223,0.1,2.19869,,
16856764,---,0.043254,0.1,6.55255,,
16798164,SNORD116-14,0.043271,0.1,2.18026,,
16968529,PTPN13,0.043292,0.1,14.5172,,
17125034,---,0.043321,0.1,2.04031,,
16987673,PAM,0.043334,0.1,2.21107,,
16885189,RNU4ATAC,0.043336,0.1,3.05648,,
17015472,SCARNA27,0.043403,0.1,2.08349,,
16858774,CALR,0.043514,0.1,2.34379,,
16705089,BICC1,0.043552,0.1,2.15657,,
17092208,ERMP1,0.043576,0.1,4.96378,,
16706630,FAM213A,0.043596,0.1,2.01991,,
16946841,RNF13,0.043634,0.1,2.99202,,
17049676,SERPINE1,0.043781,0.1,2.28616,,
16658575,---,0.043832,0.1,3.00435,,
16788687,SNORD114-23,0.043865,0.1,2.0432,,
17079448,NIPAL2,0.043919,0.1,2.5339,,
16653723,---,0.043922,0.1,2.94613,,
16798404,SNORD115-30,0.043972,0.1,8.44215,,
16958081,---,0.044014,0.1,2.21039,,
16660681,---,0.044045,0.1,3.06472,,
17095056,PRUNE2,0.044064,0.1,13.9029,,
16839602,SNORD91B,0.044067,0.1,2.70846,✓,
16954056,---,0.044129,0.1,18.7922,,
16679094,MTR,0.044189,0.1,2.39723,,
16993422,---,0.044230,0.1,5.28549,,
16988913,---,0.044242,0.1,2.23382,,
17117443,---,0.044249,0.1,2.2474,,
16947343,---,0.044327,0.1,2.0727,,
16711455,---,0.044368,0.1,2.34722,,
16786058,SNORD56B,0.044374,0.1,2.26452,,
16793024,ERO1L,0.044377,0.1,2.11242,,
17113725,LAMP2,0.044379,0.1,3.10126,,
16924602,ADAMTS1,0.044387,0.1,2.58447,,
17026109,HLA-A,0.044392,0.1,2.43619,,
17027344,HLA-A,0.044392,0.1,2.43619,,
16654473,---,0.044456,0.1,2.69332,,
16897112,PREPL,0.044491,0.1,2.30948,,
17105181,---,0.044605,0.1,2.20619,,
17119064,---,0.044642,0.1,2.06791,,
16864162,---,0.044648,0.1,2.4557,,
16774512,TPT1,0.044760,0.1,2.98602,,
16850346,---,0.044827,0.1,2.12602,,
16664003,SNORD46,0.044865,0.1,3.25084,,
16737344,PAMR1,0.044867,0.1,13.5625,,
16807318,---,0.044898,0.1,3.29587,,
16847826,---,0.044902,0.1,3.82519,,
16946063,NCK1,0.045005,0.1,2.3219,,
17080516,ENPP2,0.045064,0.1,39.0363,,
17121820,---,0.045143,0.1,2.15171,,
16996347,RNU6ATAC,0.045165,0.1,2.13493,,
16688937,CTBS,0.045175,0.1,5.1395,,
17070013,RDH10,0.045264,0.1,3.64637,,
16798190,SNORD116-15,0.045265,0.1,2.31252,,
16652921,---,0.045371,0.1,2.8017,,
16798224,SNRPN,0.045382,0.1,2.67877,,
16903491,RND3,0.045387,0.1,2.84011,,✓
16667608,HIAT1,0.045403,0.1,2.03662,,
16788393,---,0.045424,0.1,2.4084,,
17001654,CD74,0.045425,0.1,2.29151,,
17117849,RPL12,0.045456,0.1,2.511,,✓
16993413,---,0.045498,0.1,7.14581,,
17019056,TREM1,0.045564,0.1,2.97726,,
16798420,SNORD115-38,0.045567,0.1,5.42626,,
16654665,---,0.045575,0.1,3.57497,,
16971910,RXFP1,0.045673,0.1,13.4528,,
16805474,ARRDC4,0.045683,0.1,2.35572,,
16770448,---,0.045743,0.1,2.37284,,
17057464,SEPT7P2,0.045857,0.1,2.55985,,
16960355,TM4SF1,0.045970,0.1,17.2998,,
16653689,---,0.046015,0.1,2.84543,,
17072144,DEPTOR,0.046053,0.1,2.55426,,
16889705,---,0.046087,0.1,3.11041,,
16707009,PAPSS2,0.046175,0.1,2.92395,,
16960114,PLOD2,0.046186,0.1,2.5238,,✓
16874001,---,0.046186,0.1,2.23606,,
16656593,---,0.046257,0.1,2.54275,,
16893467,---,0.046335,0.1,4.96476,,
16761423,YBX3,0.046441,0.1,2.44932,,
16715361,P4HA1,0.046551,0.1,2.75571,,✓
16807315,---,0.046588,0.1,2.98456,,
17085901,ANXA1,0.046647,0.1,2.23355,,
16810964,---,0.046710,0.1,2.49651,,
16908197,IGFBP5,0.046741,0.1,15.9728,,
16722402,---,0.046771,0.1,2.23105,,
17118694,---,0.046795,0.1,2.451,,
17046526,SNORA15,0.046964,0.1,3.2765,,
17046588,SNORA15,0.046964,0.1,3.2765,,
16893471,---,0.046966,0.1,2.17491,,
17099678,RNU6ATAC,0.047144,0.1,2.17096,,
16793678,HIF1A-AS2,0.047169,0.1,2.0989,,
16716782,PDLIM1,0.047175,0.1,4.58497,,✓
17058812,POLR2J4,0.047176,0.1,2.75674,,
17031781,---,0.047248,0.1,2.69751,,
16849849,ACTG1,0.047254,0.1,9.14437,,
16669796,TXNIP,0.047423,0.1,18.5545,,
16828518,---,0.047535,0.1,2.14469,,
16674355,SOAT1,0.047618,0.1,17.5304,,
16736821,LGR4,0.047709,0.1,7.44664,,
16808793,FBN1,0.047753,0.1,3.33265,,
16660679,---,0.047778,0.1,2.99873,,
16657265,---,0.047780,0.1,2.94873,,
16798246,SNRPN,0.047856,0.1,2.34753,,
17009659,FBXO9,0.047940,0.1,2.08092,,
16655813,---,0.047953,0.1,2.00602,,
16691270,CSDE1,0.048024,0.1,2.22251,,
17023810,SGK1,0.048050,0.1,2.16588,,
16714536,IPMK,0.048095,0.1,2.33249,,
16960752,SLC33A1,0.048106,0.1,2.8061,,
17122508,---,0.048111,0.1,2.02653,,
16967875,PARM1,0.048133,0.1,10.7474,,
16942560,ARL6IP5,0.048303,0.1,2.50611,,
16992458,---,0.048306,0.1,6.44404,,
17045167,---,0.048373,0.1,2.22591,,
16723294,EIF3M,0.048471,0.1,2.04661,,
16656187,---,0.048476,0.1,2.05576,,
16735818,---,0.048476,0.1,2.00641,,
17092743,---,0.048606,0.1,4.06975,,
17086540,CTSL1,0.048637,0.1,3.50133,,
16919448,SERINC3,0.048717,0.1,2.50867,,
16938133,GALNT15,0.048820,0.1,5.09363,,
17112623,SYTL4,0.048821,0.1,3.17549,,
16992459,---,0.048867,0.1,9.11062,,
16650251,---,0.048918,0.1,2.05414,,
16947287,TIPARP,0.048950,0.1,2.16594,,
16812717,BTBD1,0.049244,0.1,2.98835,,
16699288,---,0.049285,0.1,2.15074,,
16934586,---,0.049328,0.1,3.28658,,
16880243,---,0.049381,0.1,3.04671,,
16676988,HSD11B1,0.049401,0.1,5.3779,,
16771474,---,0.049442,0.1,2.0774,,
16653733,---,0.049454,0.1,2.00941,,
17118890,---,0.049463,0.1,2.57426,,
16654661,---,0.049470,0.1,2.61494,,
16993424,---,0.049515,0.1,3.13774,,
16962921,ATP13A3,0.049633,0.1,82.9226,,
16810967,---,0.049782,0.1,2.43967,,
16771571,---,0.049839,0.1,2.00393,,
17022352,---,0.049856,0.1,4.5348,,
16654475,---,0.049957,0.1,2.00902,,
16951502,---,0.049968,0.1,2.24328,,
